method,"concat(question_name,eid)",isstatic,isPersonalized,isStructural,newdiff
P::GLOBAL::COS,jfor1487,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jfor1484,false,true,false," Low-Difficulty "
P::GLOBAL::COS,j2d_arrays1243,false,true,false," Low-Difficulty "
P::GLOBAL::COS,j2d_arrays1238,false,true,false," Low-Difficulty "
P::GLOBAL::COS,j2d_arrays1237,false,true,false," Low-Difficulty "
P::GLOBAL::COS,j2d_arrays1244,false,true,false," Low-Difficulty "
P::GLOBAL::COS,j2d_arrays1494,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jboolean_operators1230,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jboolean_operators1469,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile3469,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile3480,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile3487,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile3484,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile4469,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile4225,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile4226,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile4473,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile4470,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jwhile4221,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jba_ques211,false,true,false," High-Difficulty "
P::GLOBAL::COS,jba_ques212,false,true,false," High-Difficulty "
P::GLOBAL::COS,jba_ques213,false,true,false," High-Difficulty "
P::GLOBAL::COS,joperator1469,false,true,false," Low-Difficulty "
P::GLOBAL::COS,joperator1243,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jincrement469,false,true,false," Low-Difficulty "
P::GLOBAL::COS,jvariable1469,false,true,false," Low-Difficulty "
P::LOCAL::AS,joperator1221,false,true,true," Low-Difficulty "
P::LOCAL::AS,jbankaccount212,false,true,true," High-Difficulty "
P::LOCAL::AS,jbankaccount480,false,true,true," High-Difficulty "
P::LOCAL::AS,jbankaccount213,false,true,true," High-Difficulty "
P::LOCAL::AS,jbankaccount220,false,true,true," High-Difficulty "
P::LOCAL::AS,jInheritance4248,false,true,true," High-Difficulty "
P::LOCAL::AS,jInheritance4241,false,true,true," High-Difficulty "
P::LOCAL::AS,jdouble1215,false,true,true," Low-Difficulty "
P::LOCAL::AS,jdouble1208,false,true,true," Low-Difficulty "
P::LOCAL::AS,jInheritance2210,false,true,true," High-Difficulty "
P::LOCAL::AS,jclass1212,false,true,true," High-Difficulty "
P::LOCAL::AS,jclass1213,false,true,true," High-Difficulty "
P::LOCAL::AS,jclass1211,false,true,true," High-Difficulty "
P::LOCAL::AS,jInheritance3248,false,true,true," High-Difficulty "
P::LOCAL::AS,jincrement208,false,true,true," Low-Difficulty "
P::LOCAL::AS,jif_else1225,false,true,true," Low-Difficulty "
P::LOCAL::AS,jif_else5221,false,true,true," High-Difficulty "
P::LOCAL::AS,jif_else5469,false,true,true," High-Difficulty "
P::LOCAL::AS,jif_else5226,false,true,true," High-Difficulty "
P::LOCAL::AS,jboolean_var230,false,true,true," Low-Difficulty "
P::LOCAL::AS,jboolean_var231,false,true,true," Low-Difficulty "
P::LOCAL::AS,jboolean_var229,false,true,true," Low-Difficulty "
P::LOCAL::AS,jarray4243,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray4239,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray4238,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray1243,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray1469,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray1487,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray2243,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray2238,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray2237,false,true,true," High-Difficulty "
P::LOCAL::AS,jarray2469,false,true,true," High-Difficulty "
P::LOCAL::AS,jclasses_constructor212,false,true,true," High-Difficulty "
P::LOCAL::AS,jclasses_constructor480,false,true,true," High-Difficulty "
P::LOCAL::AS,jclasses_constructor213,false,true,true," High-Difficulty "
P::LOCAL::AS,jfor2234,false,true,true," Low-Difficulty "
P::LOCAL::AS,jfor2485,false,true,true," Low-Difficulty "
P::LOCAL::AS,jfor1234,false,true,true," Low-Difficulty "
P::LOCAL::AS,jfor1485,false,true,true," Low-Difficulty "
P::LOCAL::AS,j2d_arrays1243,false,true,true," Low-Difficulty "
P::LOCAL::AS,j2d_arrays1237,false,true,true," Low-Difficulty "
P::LOCAL::AS,j2d_arrays1244,false,true,true," Low-Difficulty "
P::LOCAL::AS,jboolean_operators1469,false,true,true," Low-Difficulty "
P::LOCAL::AS,jboolean_operators1464,false,true,true," Low-Difficulty "
P::LOCAL::AS,jwhile3232,false,true,true," Low-Difficulty "
P::LOCAL::AS,jwhile3469,false,true,true," Low-Difficulty "
P::LOCAL::AS,jwhile4225,false,true,true," Low-Difficulty "
P::LOCAL::AS,jwhile4232,false,true,true," Low-Difficulty "
P::LOCAL::AS,jwhile4469,false,true,true," Low-Difficulty "
P::LOCAL::AS,jwhile4470,false,true,true," Low-Difficulty "
P::LOCAL::AS,jba_ques212,false,true,true," High-Difficulty "
P::LOCAL::AS,jba_ques480,false,true,true," High-Difficulty "
P::LOCAL::AS,jba_ques213,false,true,true," High-Difficulty "
P::LOCAL::AS,jba_ques211,false,true,true," High-Difficulty "
P::LOCAL::AS,joperator1243,false,true,true," Low-Difficulty "
P::LOCAL::AS,jif_else1221,false,true,true," Low-Difficulty "
P::LOCAL::AS,jvariable1493,false,true,true," Low-Difficulty "
P::LOCAL::AS,jvariable1492,false,true,true," Low-Difficulty "
P::LOCAL::AS,jvariable1490,false,true,true," Low-Difficulty "
P::LOCAL::AS,jfor2238,false,true,true," Low-Difficulty "
P::LOCAL::AS,jwhile3233,false,true,true," Low-Difficulty "
P::LOCAL::COS,joperator1221,false,true,true," Low-Difficulty "
P::LOCAL::COS,jbankaccount212,false,true,true," High-Difficulty "
P::LOCAL::COS,jbankaccount480,false,true,true," High-Difficulty "
P::LOCAL::COS,jbankaccount213,false,true,true," High-Difficulty "
P::LOCAL::COS,jbankaccount211,false,true,true," High-Difficulty "
P::LOCAL::COS,jInheritance4248,false,true,true," High-Difficulty "
P::LOCAL::COS,jInheritance4241,false,true,true," High-Difficulty "
P::LOCAL::COS,jdouble1215,false,true,true," Low-Difficulty "
P::LOCAL::COS,jInheritance1248,false,true,true," High-Difficulty "
P::LOCAL::COS,jInheritance2210,false,true,true," High-Difficulty "
P::LOCAL::COS,jInheritance2248,false,true,true," High-Difficulty "
P::LOCAL::COS,jclass1212,false,true,true," High-Difficulty "
P::LOCAL::COS,jclass1213,false,true,true," High-Difficulty "
P::LOCAL::COS,jclass1211,false,true,true," High-Difficulty "
P::LOCAL::COS,jInheritance3248,false,true,true," High-Difficulty "
P::LOCAL::COS,jincrement208,false,true,true," Low-Difficulty "
P::LOCAL::COS,jincrement468,false,true,true," Low-Difficulty "
P::LOCAL::COS,jincrement221,false,true,true," Low-Difficulty "
P::LOCAL::COS,jincrement207,false,true,true," Low-Difficulty "
P::LOCAL::COS,jif_else1225,false,true,true," Low-Difficulty "
P::LOCAL::COS,jif_else1221,false,true,true," Low-Difficulty "
P::LOCAL::COS,jif_else1469,false,true,true," Low-Difficulty "
P::LOCAL::COS,jif_else1230,false,true,true," Low-Difficulty "
P::LOCAL::COS,jif_else5221,false,true,true," High-Difficulty "
P::LOCAL::COS,jif_else5469,false,true,true," High-Difficulty "
P::LOCAL::COS,jboolean_var230,false,true,true," Low-Difficulty "
P::LOCAL::COS,jboolean_var231,false,true,true," Low-Difficulty "
P::LOCAL::COS,jboolean_var229,false,true,true," Low-Difficulty "
P::LOCAL::COS,jarray4243,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray4238,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray4239,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray1487,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray1469,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray1238,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray2243,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray2469,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray2237,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray2238,false,true,true," High-Difficulty "
P::LOCAL::COS,jclasses_constructor212,false,true,true," High-Difficulty "
P::LOCAL::COS,jclasses_constructor480,false,true,true," High-Difficulty "
P::LOCAL::COS,jclasses_constructor213,false,true,true," High-Difficulty "
P::LOCAL::COS,jfor2234,false,true,true," Low-Difficulty "
P::LOCAL::COS,jfor2485,false,true,true," Low-Difficulty "
P::LOCAL::COS,jfor2494,false,true,true," Low-Difficulty "
P::LOCAL::COS,jfor1234,false,true,true," Low-Difficulty "
P::LOCAL::COS,jfor1485,false,true,true," Low-Difficulty "
P::LOCAL::COS,jfor1238,false,true,true," Low-Difficulty "
P::LOCAL::COS,j2d_arrays1243,false,true,true," Low-Difficulty "
P::LOCAL::COS,j2d_arrays1237,false,true,true," Low-Difficulty "
P::LOCAL::COS,j2d_arrays1244,false,true,true," Low-Difficulty "
P::LOCAL::COS,j2d_arrays1208,false,true,true," Low-Difficulty "
P::LOCAL::COS,jboolean_operators1469,false,true,true," Low-Difficulty "
P::LOCAL::COS,jboolean_operators1464,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile3232,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile3469,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile4225,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile4470,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile4232,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile4469,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile4221,false,true,true," Low-Difficulty "
P::LOCAL::COS,jba_ques211,false,true,true," High-Difficulty "
P::LOCAL::COS,jba_ques212,false,true,true," High-Difficulty "
P::LOCAL::COS,jba_ques213,false,true,true," High-Difficulty "
P::LOCAL::COS,jba_ques480,false,true,true," High-Difficulty "
P::LOCAL::COS,joperator1243,false,true,true," Low-Difficulty "
P::LOCAL::COS,jif_else5226,false,true,true," High-Difficulty "
P::LOCAL::COS,jarray1243,false,true,true," High-Difficulty "
P::LOCAL::COS,jvariable1493,false,true,true," Low-Difficulty "
P::LOCAL::COS,jvariable1490,false,true,true," Low-Difficulty "
P::LOCAL::COS,jvariable1487,false,true,true," Low-Difficulty "
P::LOCAL::COS,jvariable1492,false,true,true," Low-Difficulty "
P::LOCAL::COS,jfor2238,false,true,true," Low-Difficulty "
P::LOCAL::COS,jfor1487,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile3234,false,true,true," Low-Difficulty "
P::LOCAL::COS,jwhile3233,false,true,true," Low-Difficulty "
P::GLOBAL::AS::GOAL,joperator1225,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,joperator1218,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,joperator1221,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,joperator1226,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jbankaccount211,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jbankaccount212,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jbankaccount213,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jInheritance4498,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jdouble1215,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jdouble1498,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jInheritance1498,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jInheritance2497,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jInheritance2498,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jclass1211,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jclass1212,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jclass1213,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jInheritance3497,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jInheritance3498,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jincrement219,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jincrement474,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jincrement473,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jif_else1230,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jif_else1469,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jif_else5226,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jboolean_var231,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jboolean_var229,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jarray4238,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jarray4239,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jarray4237,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jarray1238,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jarray1237,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jarray1491,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jvariable1487,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jvariable1484,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jarray2237,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jarray2244,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jarray2490,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jarray2239,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jclasses_constructor211,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jclasses_constructor212,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jclasses_constructor213,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jfor2487,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor2484,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor2234,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor2485,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor1487,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor1238,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor1484,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor1234,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor1485,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,j2d_arrays1243,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,j2d_arrays1244,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jboolean_operators1230,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jboolean_operators1473,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jboolean_operators1469,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jwhile3480,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jwhile3232,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jwhile4480,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jwhile4232,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jwhile4233,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jba_ques211,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jba_ques212,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jba_ques213,false,true,false," High-Difficulty "
P::GLOBAL::AS::GOAL,jif_else1463,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jboolean_var469,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jfor2238,false,true,false," Low-Difficulty "
P::GLOBAL::AS::GOAL,jwhile3233,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,joperator1225,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,joperator1221,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,joperator1226,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jbankaccount211,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jbankaccount212,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jbankaccount213,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jInheritance4498,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jInheritance4501,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jdouble1215,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jdouble1498,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jInheritance2497,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jclass1211,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jclass1212,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jclass1213,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jInheritance3497,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jincrement219,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jincrement474,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jincrement473,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jif_else1469,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jif_else5226,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jboolean_var229,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jboolean_var231,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jarray4239,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray4238,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray4500,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray1238,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray1237,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray1491,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray1244,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray2490,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray2244,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray2239,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jarray2500,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jclasses_constructor211,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jclasses_constructor212,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jclasses_constructor213,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jfor2236,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jfor1236,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,j2d_arrays1243,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,j2d_arrays1244,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jboolean_operators1473,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jboolean_operators1230,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jwhile3232,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jwhile4232,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jwhile4233,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jba_ques211,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jba_ques212,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jba_ques213,false,true,false," High-Difficulty "
P::GLOBAL::COS::GOAL,jvariable1493,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jvariable1492,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jvariable1490,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jwhile3233,false,true,false," Low-Difficulty "
P::GLOBAL::COS::GOAL,jwhile3479,false,true,false," Low-Difficulty "
P::LOCAL::AS::GOAL,joperator1225,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,joperator1218,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,joperator1221,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,joperator1226,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jbankaccount211,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jbankaccount213,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jbankaccount501,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jInheritance4248,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jInheritance4501,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jdouble1215,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jdouble1498,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jInheritance1248,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jInheritance1501,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jInheritance2248,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jInheritance2501,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jclass1211,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jclass1213,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jclass1501,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jInheritance3248,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jInheritance3501,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jincrement219,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jincrement474,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jincrement473,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jif_else1230,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jif_else1469,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jif_else1225,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jif_else5226,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jboolean_var230,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jboolean_var229,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jboolean_var463,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jarray4243,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray4238,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray4239,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray1243,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray1238,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray1237,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray2243,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray2239,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray2237,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray2244,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jarray2238,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jclasses_constructor211,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jclasses_constructor212,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jclasses_constructor213,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jfor2234,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jfor2485,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jfor1234,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jfor1485,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,j2d_arrays1243,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,j2d_arrays1244,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jboolean_operators1230,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jboolean_operators1469,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jwhile3480,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jwhile3232,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jwhile4480,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jwhile4232,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jba_ques211,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jba_ques213,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jba_ques501,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jif_else1463,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jboolean_var469,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jarray1239,false,true,true," High-Difficulty "
P::LOCAL::AS::GOAL,jvariable1493,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jvariable1492,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jvariable1490,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jfor1482,false,true,true," Low-Difficulty "
P::LOCAL::AS::GOAL,jwhile3479,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,joperator1225,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,joperator1221,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,joperator1226,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jbankaccount211,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jbankaccount213,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jbankaccount501,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jInheritance4248,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jInheritance4501,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jdouble1215,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jdouble1498,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jInheritance1248,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jInheritance1501,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jInheritance2248,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jInheritance2501,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jclass1211,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jclass1213,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jclass1501,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jInheritance3248,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jInheritance3501,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jincrement219,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jincrement474,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jincrement473,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jif_else1230,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jif_else1225,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jif_else5226,false,true,true," High-Difficulty "
P::LOCAL::COS::GOAL,jboolean_var463,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jboolean_var229,false,true,true," Low-Difficulty "
P::LOCAL::COS::GOAL,jarray4243,false,true,true," High-Difficulty "
