user,group,session,FailuedQuestion,sequenceExamples,result,retry,datentime
dch38,IS17Spring2015,57645,jbooleanOperationsNotEqual,,1,2,2015-02-12 10:38:57.662
dch38,IS17Spring2015,57645,jObjects1,,0,1,2015-02-12 10:46:59.990
dch38,IS17Spring2015,57645,jObjects1,arraylist1_v2:1.0:8.79;,1,1,2015-02-12 10:46:59.990
dch38,IS17Spring2015,57645,jObjects2,,0,1,2015-02-12 10:48:51.803
dch38,IS17Spring2015,57645,jObjects2,arraylist1_v2:0.0:4.82;MethodDemo:0.2:12.9;,0,0,2015-02-12 10:48:51.803
dch38,IS17Spring2015,57645,jClassBankAccountThis,,0,1,2015-02-12 10:52:49.928
dch38,IS17Spring2015,57645,jClassBankAccountThis,thisReference:0.0:15.93;,0,0,2015-02-12 10:52:49.928
dch38,IS17Spring2015,57645,jIfelse5,,1,2,2015-02-12 10:56:58.209
dch38,IS17Spring2015,57645,jWhile1,,1,2,2015-02-12 10:58:13.975
dch38,IS17Spring2015,57645,jWhile3,,0,3,2015-02-12 11:00:20.428
dch38,IS17Spring2015,57645,jWhile3,JavaTutorial_4_6_9:1.0:43.92;,0,0,2015-02-12 11:01:59.006
dch38,IS17Spring2015,57645,jCompareString,,1,3,2015-02-12 11:04:53.506
dch38,IS17Spring2015,57645,jCompareString,,0,1,2015-02-12 11:13:08.584
dch38,IS17Spring2015,46C7E,jClassCashRegister,,0,1,2015-02-19 13:54:49.709
dch38,IS17Spring2015,46C7E,jObjects1,,1,2,2015-02-19 13:55:32.475
rab168,IS17Spring2015,7CA4A,jVariables3,,1,3,2015-01-27 17:30:42.593
rab168,IS17Spring2015,7CA4A,jprintlnTest,,1,3,2015-01-27 17:31:43.343
rab168,IS17Spring2015,44298,jWhile2,,1,2,2015-02-02 12:01:53.687
rab168,IS17Spring2015,44298,jWhile3,,0,1,2015-02-02 12:04:14.734
rab168,IS17Spring2015,44298,jWhile3,JavaTutorial_4_6_9:0.5:80.97;,1,1,2015-02-02 12:04:14.734
rab168,IS17Spring2015,007DF,jFor1,,0,1,2015-02-07 14:16:36.975
rab168,IS17Spring2015,007DF,jFor1,JavaTutorial_4_4_2:0.0:111.52;testNull:1.0:4.45;,0,0,2015-02-07 14:16:36.975
rab168,IS17Spring2015,007DF,jBoolean_Var,,1,2,2015-02-07 14:23:06.459
rab168,IS17Spring2015,007DF,jBoolean_Method,,1,2,2015-02-07 14:23:57.162
rab168,IS17Spring2015,007DF,jbooleanOperationsNot,,1,3,2015-02-07 14:24:57.959
rab168,IS17Spring2015,007DF,jtestNull,,0,3,2015-02-07 14:28:49.318
rab168,IS17Spring2015,0C46E,jFor1,,1,3,2015-02-07 19:58:26.162
rab168,IS17Spring2015,0C46E,jFor2,,0,3,2015-02-07 20:00:14.693
rab168,IS17Spring2015,0C46E,jFor2,using_array_v2:0.0:0.87;,0,0,2015-02-07 20:01:19.475
rab168,IS17Spring2015,997C6,jClass1,,1,2,2015-02-21 14:13:08.053
rab168,IS17Spring2015,997C6,jUsingDouble,,0,1,2015-02-21 14:13:47.490
rab168,IS17Spring2015,997C6,jUsingDouble,PrimitiveDataTypes_v2:1.0:2.62;,1,1,2015-02-21 14:13:47.490
rab168,IS17Spring2015,997C6,jDowhile2,,1,2,2015-02-21 14:22:01.443
rab168,IS17Spring2015,997C6,jDowhile6,,1,2,2015-02-21 14:31:35.256
rab168,IS17Spring2015,6FDA3,jBankAccount,,1,2,2015-02-23 21:33:22.756
rab168,IS17Spring2015,BBE55,j2D_Arrays2,,1,3,2015-04-02 00:14:23.437
rab168,IS17Spring2015,4D290,j2D_Arrays1,,0,1,2015-04-12 21:15:30.498
rab168,IS17Spring2015,4D290,j2D_Arrays1,create_2d_array_v2:1.0:2.03;array_declaration_v2:1.0:9.22;JavaTutorial_4_7_5:0.0:2.03;array_declaration_v2:0.5:0.77;array_declaration_v2:0.5:0.61;JavaTutorial_4_7_5:1.0:34.94;create_2d_array_v2:0.0:1.58;JavaTutorial_4_7_5:0.0:1.24;use_2darray_v2:0.0:1.75;JavaTutorial_4_7_7:1.0:15.49;TicTacToe:1.0:13.7;override_v2:1.0:227.27;simple_inheritance_1:0.16666666666666666:12.84;,0,0,2015-04-12 21:15:30.498
ars205,IS17Spring2015,07AC3,jBoolean_Operators,,0,1,2015-02-02 19:10:21.390
ars205,IS17Spring2015,07AC3,jBoolean_Operators,JavaTutorial_4_2_2:1.0:7.92;,0,0,2015-02-02 19:10:21.390
ars205,IS17Spring2015,07AC3,jBoolean_Operators,,1,2,2015-02-02 19:13:06.015
ars205,IS17Spring2015,07AC3,jBoolean_Operators3,,1,2,2015-02-02 19:15:00.499
ars205,IS17Spring2015,07AC3,jBoolean_Operators3,,1,2,2015-02-02 19:15:18.999
ars205,IS17Spring2015,07AC3,jbooleanOperationsOR,,1,3,2015-02-02 19:16:00.640
ars205,IS17Spring2015,07AC3,jbooleanOperationsNotEqual,,1,2,2015-02-02 19:17:56.328
ars205,IS17Spring2015,07AC3,jIfelse1,,0,1,2015-02-02 19:21:27.093
ars205,IS17Spring2015,07AC3,jIfelse1,OperatorExample_v2:0.0:6.41;OperatorExample_v2:0.0:1.39;OperatorExample_v2:1.0:10.8;,0,1,2015-02-02 19:21:27.093
ars205,IS17Spring2015,07AC3,jIfelse1,OperatorExample_v2:0.0:3.74;,1,1,2015-02-02 19:22:48.218
ars205,IS17Spring2015,07AC3,jtestNull,,1,3,2015-02-02 19:25:48.203
ars205,IS17Spring2015,07AC3,jCompareString,,1,4,2015-02-02 19:30:07.546
ars205,IS17Spring2015,3D6F7,jWhile1,,1,2,2015-02-02 23:39:48.281
ars205,IS17Spring2015,3D6F7,jWhile2,,1,2,2015-02-02 23:42:12.703
ars205,IS17Spring2015,3D6F7,jWhile4,,1,3,2015-02-02 23:50:47.187
ars205,IS17Spring2015,3D6F7,jWhile4,,1,2,2015-02-02 23:51:58.999
ars205,IS17Spring2015,3D6F7,jString1,,1,3,2015-02-02 23:55:59.484
ars205,IS17Spring2015,3D6F7,jString_to_Double,,1,2,2015-02-03 00:03:08.828
ars205,IS17Spring2015,3D6F7,jStringEqual,,1,2,2015-02-03 00:05:41.171
ars205,IS17Spring2015,3D6F7,jStringEqual,,1,3,2015-02-03 00:06:29.343
ars205,IS17Spring2015,3D6F7,jStringReplace,,1,4,2015-02-03 00:08:07.812
ars205,IS17Spring2015,3D6F7,jIfelse5,,0,2,2015-02-03 00:15:28.968
ars205,IS17Spring2015,2657B,jWhile1,,1,3,2015-02-03 10:32:36.203
ars205,IS17Spring2015,2657B,jWhile1,,1,2,2015-02-03 10:33:21.890
ars205,IS17Spring2015,2657B,jWhile3,,1,2,2015-02-03 10:37:17.531
ars205,IS17Spring2015,2657B,jbooleanOperationsNot,,1,2,2015-02-03 10:57:58.609
ars205,IS17Spring2015,2C0CE,jObjects1,,1,2,2015-02-12 00:12:41.115
ars205,IS17Spring2015,2C0CE,jObjects2,,1,2,2015-02-12 00:13:32.990
ars205,IS17Spring2015,2C0CE,jBankAccount,,1,3,2015-02-12 01:13:22.631
ars205,IS17Spring2015,2C0CE,jBa_ques,,1,2,2015-02-12 01:15:15.334
ars205,IS17Spring2015,08064,jObjects1,,0,1,2015-02-24 11:17:19.756
ars205,IS17Spring2015,1941C,jDowhile1,,1,2,2015-02-28 18:46:56.256
ars205,IS17Spring2015,85543,jArray1,,1,2,2015-03-25 21:50:40.328
ars205,IS17Spring2015,85543,jArray2,,1,5,2015-03-25 21:56:19.062
ars205,IS17Spring2015,85543,jArray3,,1,3,2015-03-25 22:03:25.718
ars205,IS17Spring2015,85543,jArray5,,1,5,2015-03-25 22:16:58.296
ars205,IS17Spring2015,85543,jEnhancedForLoop,,1,3,2015-03-25 22:21:20.296
ars205,IS17Spring2015,85543,jArrayList1,,1,2,2015-03-25 22:40:08.125
ars205,IS17Spring2015,85543,jArrayList3,,1,2,2015-03-25 22:43:13.828
ars205,IS17Spring2015,85543,jArrayList4,,1,2,2015-03-25 22:46:59.125
ars205,IS17Spring2015,85543,jArrayList5,,1,3,2015-03-25 22:49:45.062
ars205,IS17Spring2015,DB323,jArray1,,0,1,2015-03-26 10:06:01.515
ars205,IS17Spring2015,DB323,jArray4,,1,2,2015-03-26 10:08:53.890
ars205,IS17Spring2015,DB323,jArray5,,1,2,2015-03-26 10:10:25.265
ars205,IS17Spring2015,DB323,jArrayList2,,1,2,2015-03-26 10:14:29.968
ars205,IS17Spring2015,DB323,jArrayList3,,1,2,2015-03-26 10:17:09.015
ars205,IS17Spring2015,DB323,jArrayList4,,1,2,2015-03-26 10:18:50.343
ars205,IS17Spring2015,84751,jInheritance1,,1,2,2015-03-28 11:21:06.062
ars205,IS17Spring2015,84751,jInheritance3,,1,3,2015-03-28 11:27:26.031
ars205,IS17Spring2015,84751,jInheritance5,,1,4,2015-03-28 11:31:39.750
ars205,IS17Spring2015,8CECD,jInheritance1,,1,2,2015-03-30 12:25:13.093
ars205,IS17Spring2015,8CECD,jInheritance3,,1,2,2015-03-30 12:30:19.562
ars205,IS17Spring2015,8CECD,jInheritance5,,0,1,2015-03-30 12:34:34.046
ars205,IS17Spring2015,8CECD,jInheritance6,,1,2,2015-03-30 12:35:55.796
tek29,IS17Spring2015,B13D5,jConstants2,,0,1,2015-02-05 17:22:30.060
tek29,IS17Spring2015,B13D5,jConstants2,Constants_v2:0.0:5.82;,0,0,2015-02-05 17:22:30.060
tek29,IS17Spring2015,B13D5,jVariable1,,0,1,2015-02-05 17:23:31.667
tek29,IS17Spring2015,B13D5,jVariable1,JavaTutorial_4_6_9:0.5:27.79;,0,2,2015-02-05 17:23:31.667
tek29,IS17Spring2015,B13D5,jVariable1,JavaTutorial_4_6_9:0.0:1.49;JavaTutorial_4_6_6:0.5:30.72;,1,1,2015-02-05 17:24:41.541
tek29,IS17Spring2015,B13D5,jOperator1,,0,1,2015-02-05 17:26:42.584
tek29,IS17Spring2015,B13D5,jOperator1,OperatorExample_v2:0.6666666666666666:11.78;,1,1,2015-02-05 17:26:42.584
tek29,IS17Spring2015,B13D5,jPostIncrement,,0,2,2015-02-05 17:28:35.003
tek29,IS17Spring2015,B13D5,jPostDecrement,,0,1,2015-02-05 17:29:19.455
tek29,IS17Spring2015,A8AE7,jObjects1,,0,1,2015-02-17 10:23:19.803
tek29,IS17Spring2015,A8AE7,jObjects1,arraylist1_v2:0.0:7.46;arraylist1_v2:0.0:3.7;,0,1,2015-02-17 10:23:19.803
tek29,IS17Spring2015,A8AE7,jObjects1,Bicycle_v2:0.0:5.24;Rectangle_v2:0.2727272727272727:51.06;,0,0,2015-02-17 10:26:37.568
tek29,IS17Spring2015,E3D1F,jFor1,,0,1,2015-03-02 18:39:06.975
tek29,IS17Spring2015,E3D1F,jFor1,JavaTutorial_4_6_6:0.0:14.28;JavaTutorial_4_6_9:0.0:1.73;using_array_v2:0.0:1.18;JavaTutorial_4_6_6:0.0:4.48;,0,0,2015-03-02 18:39:06.975
tek29,IS17Spring2015,E3D1F,jFor3,,0,4,2015-03-02 18:40:36.912
tek29,IS17Spring2015,E3D1F,jFor3,MethodDemo:0.0:9.4;,0,0,2015-03-02 18:43:09.053
ccs54,IS17Spring2015,5F0D1,jVariables3,,1,2,2015-02-02 12:49:41.578
ccs54,IS17Spring2015,5F0D1,jprintlnTest,,1,2,2015-02-02 12:50:25.406
ccs54,IS17Spring2015,5F0D1,jbooleanOperationsOR,,1,2,2015-02-02 13:02:38.140
ccs54,IS17Spring2015,5F0D1,jCompareString,,1,2,2015-02-02 13:09:22.468
ccs54,IS17Spring2015,769F8,jUsingDouble,,1,2,2015-02-11 12:03:50.318
ccs54,IS17Spring2015,769F8,jusingFloat,,1,4,2015-02-11 12:04:38.881
ccs54,IS17Spring2015,769F8,jNested2,,1,5,2015-02-11 12:15:56.740
ccs54,IS17Spring2015,9D5D3,jDowhile8,,1,3,2015-02-11 20:46:37.646
ccs54,IS17Spring2015,9D5D3,jStringEqual,,1,2,2015-02-11 20:54:05.928
ccs54,IS17Spring2015,9D5D3,jStringReplace,,1,3,2015-02-11 20:56:54.506
ccs54,IS17Spring2015,9D5D3,jObjects1,,1,2,2015-02-11 20:59:52.850
ccs54,IS17Spring2015,9D5D3,jObjects3,,1,2,2015-02-11 21:01:20.850
ccs54,IS17Spring2015,64131,jConstants2,,1,2,2015-03-02 19:58:33.678
ccs54,IS17Spring2015,64131,jDouble1,,0,1,2015-03-02 20:07:20.084
ccs54,IS17Spring2015,64131,jDouble1,TypeCasting_v2:1.0:10.81;,1,1,2015-03-02 20:07:20.084
ccs54,IS17Spring2015,64131,jMathFuc1,,1,2,2015-03-02 20:08:59.334
ccs54,IS17Spring2015,64131,jMathAbs,,1,2,2015-03-02 20:14:47.850
ccs54,IS17Spring2015,64131,jMathCeil,,1,3,2015-03-02 20:15:24.240
ccs54,IS17Spring2015,64131,jDivision,,1,2,2015-03-02 20:18:03.975
ccs54,IS17Spring2015,F9C7F,jEnhancedForLoop,,0,1,2015-03-26 10:49:40.765
ccs54,IS17Spring2015,2826E,jArray3,,1,2,2015-04-13 18:48:11.435
ccs54,IS17Spring2015,2826E,jArrayList2,,1,2,2015-04-13 18:53:38.263
ccs54,IS17Spring2015,2826E,jArrayList3,,1,3,2015-04-13 18:57:34.170
ccs54,IS17Spring2015,2826E,jArrayList5,,1,3,2015-04-13 18:59:39.467
ccs54,IS17Spring2015,2826E,jInheritance1,,1,2,2015-04-13 19:12:39.904
ccs54,IS17Spring2015,2826E,jInheritance3,,1,4,2015-04-13 19:16:46.013
fuw1,IS17Spring2015,90B7B,jprintlnTest,,0,3,2015-01-16 15:17:04.249
fuw1,IS17Spring2015,90B7B,jUsingDouble,,1,3,2015-01-16 15:22:25.843
ljy9,IS17Spring2015,763C6,jprintlnTest,,1,3,2015-01-27 22:51:52.984
ljy9,IS17Spring2015,763C6,jUsingDouble,,1,2,2015-01-27 23:01:44.156
ljy9,IS17Spring2015,763C6,jusingFloat,,1,2,2015-01-27 23:02:23.187
ljy9,IS17Spring2015,763C6,jCompoundAssignment_mult,,1,2,2015-01-28 00:55:57.531
ljy9,IS17Spring2015,763C6,jVariable1,,1,2,2015-01-28 00:56:13.624
ljy9,IS17Spring2015,763C6,jOperator1,,1,3,2015-01-28 00:56:34.078
ljy9,IS17Spring2015,763C6,jIncrement,,1,2,2015-01-28 00:57:09.703
ljy9,IS17Spring2015,763C6,jPostIncrement,,1,2,2015-01-28 00:59:03.484
ljy9,IS17Spring2015,763C6,jPostDecrement,,1,2,2015-01-28 01:00:15.984
ljy9,IS17Spring2015,763C6,jMathFuc1,,1,2,2015-01-28 01:02:41.968
ljy9,IS17Spring2015,763C6,jMathAbs,,1,2,2015-01-28 01:08:53.656
ljy9,IS17Spring2015,763C6,jMathCeil,,1,2,2015-01-28 01:22:42.421
ljy9,IS17Spring2015,763C6,jIfelse5,,1,4,2015-01-28 01:42:40.999
ljy9,IS17Spring2015,763C6,jEarthquake,,1,2,2015-01-28 01:45:21.124
ljy9,IS17Spring2015,763C6,jString1,,1,6,2015-01-28 01:52:15.453
ljy9,IS17Spring2015,763C6,jString3,,1,2,2015-01-28 01:56:15.187
ljy9,IS17Spring2015,763C6,jString4,,1,4,2015-01-28 02:32:49.953
ljy9,IS17Spring2015,EAB69,jWhile1,,1,4,2015-02-23 23:24:25.240
ljy9,IS17Spring2015,EAB69,jWhile3,,1,2,2015-02-23 23:26:44.740
ljy9,IS17Spring2015,EAB69,jWhile4,,1,2,2015-02-23 23:27:29.709
ljy9,IS17Spring2015,EAB69,jObjects1,,1,2,2015-02-23 23:39:19.693
tad55,IS17Spring2015,8067B,jVariable4_rev,,1,3,2015-01-19 12:22:05.093
tad55,IS17Spring2015,8067B,jprintlnTest,,1,2,2015-01-19 12:22:46.749
tad55,IS17Spring2015,8067B,jusingFloat,,1,2,2015-01-19 12:33:14.453
tad55,IS17Spring2015,8067B,jString1,,1,2,2015-01-20 11:03:59.171
tad55,IS17Spring2015,8067B,jString2,,1,4,2015-01-20 11:07:10.984
tad55,IS17Spring2015,8067B,jString4,,1,2,2015-01-20 11:09:13.921
tad55,IS17Spring2015,8067B,jString5,,1,2,2015-01-20 11:10:15.343
tad55,IS17Spring2015,8067B,jString6,,1,5,2015-01-20 11:12:29.265
tad55,IS17Spring2015,8067B,jString1,,1,2,2015-01-20 11:14:14.593
tad55,IS17Spring2015,8067B,jStringEqual,,1,4,2015-01-20 11:17:24.562
tad55,IS17Spring2015,8067B,jStringReplace,,0,1,2015-01-20 11:19:53.656
tad55,IS17Spring2015,A00AB,jObjects1,,1,2,2015-02-24 00:49:52.975
tad55,IS17Spring2015,A00AB,jObjects2,,1,2,2015-02-24 00:50:33.990
tad55,IS17Spring2015,A00AB,jObjects3,,1,2,2015-02-24 00:51:10.443
tad55,IS17Spring2015,A00AB,jObjects3,,1,2,2015-02-24 00:52:48.068
tad55,IS17Spring2015,A00AB,jClassBankAccountThis,,1,2,2015-02-24 01:00:00.131
tad55,IS17Spring2015,A00AB,jFor2,,1,2,2015-02-24 01:04:19.928
tad55,IS17Spring2015,A00AB,jFor3,,1,2,2015-02-24 01:04:59.100
tad55,IS17Spring2015,A00AB,jStringReplace,,1,2,2015-02-24 01:06:36.678
tad55,IS17Spring2015,7A62D,jInheritance1,,1,4,2015-04-02 09:48:14.531
tad55,IS17Spring2015,7A62D,jInheritance3,,1,2,2015-04-02 09:55:27.421
tad55,IS17Spring2015,7A62D,jInheritance5,,1,4,2015-04-02 10:01:01.546
tad55,IS17Spring2015,7A62D,jArrayList2,,1,4,2015-04-02 10:08:57.906
tad55,IS17Spring2015,7A62D,jArrayList2,,1,2,2015-04-02 10:10:58.015
tad55,IS17Spring2015,7A62D,jArrayList3,,1,2,2015-04-02 10:13:33.437
lax5,IS17Spring2015,87985,jString1,,0,1,2015-01-19 21:48:04.828
lax5,IS17Spring2015,99FC0,jString1,,1,2,2015-01-19 22:10:42.296
lax5,IS17Spring2015,99FC0,jString3,,1,2,2015-01-19 22:27:54.124
lax5,IS17Spring2015,99FC0,jString_to_Double,,1,2,2015-01-19 22:58:37.343
lax5,IS17Spring2015,99FC0,jStringEqual,,1,6,2015-01-19 23:17:51.453
lax5,IS17Spring2015,99FC0,jStringReplace,,0,2,2015-01-19 23:28:17.859
lax5,IS17Spring2015,99FC0,jStringReplace,CreateString_v2:1.0:6.13;substring_v2:0.5:103.95;substring_v2:0.0:0;substring_v2:1.0:4.17;string_length_v2:1.0:58.98;StringExample_v2:0.0:5.08;,0,0,2015-01-19 23:40:11.921
lax5,IS17Spring2015,D5D74,jSwitch3,,0,2,2015-01-20 10:54:19.468
lax5,IS17Spring2015,D5D74,jSwitch3,JavaTutorial_4_3_2:0.0:4.83;JavaTutorial_4_3_5:0.5:2.83;JavaTutorial_4_3_2:0.5:10.66;,0,1,2015-01-20 10:54:38.890
lax5,IS17Spring2015,38E68,jFor1,,0,1,2015-01-27 10:05:50.015
lax5,IS17Spring2015,38E68,jFor1,for1_v2:0.5:82.84;,0,0,2015-01-27 10:05:50.015
lax5,IS17Spring2015,631DA,jFor2,,1,3,2015-02-05 10:52:10.159
lax5,IS17Spring2015,DCBAF,jObjects1,,0,1,2015-02-05 16:48:54.861
lax5,IS17Spring2015,DCBAF,jObjects1,arraylist1_v2:1.0:0.53;,0,0,2015-02-05 16:48:54.861
chz57,IS17Spring2015,FDAA7,jWhile1,,1,2,2015-01-21 11:08:45.281
chz57,IS17Spring2015,8BB57,jWhile1,,1,2,2015-02-04 10:25:25.374
srd58,IS17Spring2015,01A46,jprintlnTest,,1,2,2015-01-15 20:11:08.890
srd58,IS17Spring2015,01A46,jUsingDouble,,1,2,2015-01-15 20:47:56.156
srd58,IS17Spring2015,01A46,jusingFloat,,1,2,2015-01-15 20:48:27.437
srd58,IS17Spring2015,01A46,jOperator1,,1,3,2015-01-15 21:08:05.874
srd58,IS17Spring2015,01A46,jPostIncrement,,1,2,2015-01-15 21:14:10.890
srd58,IS17Spring2015,01A46,jPostDecrement,,1,2,2015-01-15 21:16:58.796
srd58,IS17Spring2015,01A46,jMathFuc1,,1,2,2015-01-15 21:19:17.015
srd58,IS17Spring2015,01A46,jMathAbs,,1,2,2015-01-15 21:22:37.812
srd58,IS17Spring2015,01A46,jMathCeil,,1,2,2015-01-15 21:23:30.093
srd58,IS17Spring2015,01A46,jDivision,,1,2,2015-01-15 21:27:10.640
srd58,IS17Spring2015,01A46,jString1,,1,2,2015-01-15 21:34:39.546
srd58,IS17Spring2015,01A46,jStringEqual,,1,2,2015-01-15 21:50:09.343
srd58,IS17Spring2015,AB143,jOperator1,,1,2,2015-03-02 19:09:39.412
srd58,IS17Spring2015,AB143,jOperator1,,0,1,2015-03-02 19:10:41.662
srd58,IS17Spring2015,AB143,jBoolean_Var,,1,3,2015-03-02 19:12:05.990
yuw62,IS17Spring2015,B4371,jVariables3,,1,2,2015-01-24 15:17:09.374
yuw62,IS17Spring2015,B4371,jprintlnTest,,0,3,2015-01-24 15:18:58.140
yuw62,IS17Spring2015,B4371,jprintlnTest,PrintTester:1.0:2.5;,0,0,2015-01-24 15:25:31.609
yuw62,IS17Spring2015,B4371,jVariables5,,0,1,2015-01-24 15:28:38.734
yuw62,IS17Spring2015,B4371,jVariables5,substring_v2:0.5:18.14;,0,0,2015-01-24 15:28:38.734
yuw62,IS17Spring2015,B4371,jUsingDouble,,1,2,2015-01-24 15:29:57.390
yuw62,IS17Spring2015,5F8FF,jprintlnTest,,0,1,2015-02-13 13:38:04.584
yuw62,IS17Spring2015,5F8FF,jConstants2,,0,1,2015-02-13 13:55:11.521
yuw62,IS17Spring2015,5F8FF,jConstants2,Constants_v2:0.0:0.46;variables2_v2:0.0:1.28;,1,2,2015-02-13 13:55:11.521
yuw62,IS17Spring2015,5F8FF,jMathFuc1,,0,1,2015-02-13 14:12:32.553
yuw62,IS17Spring2015,5F8FF,jMathFuc1,MathFunction_v2:0.0:2.78;,1,1,2015-02-13 14:12:32.553
yuw62,IS17Spring2015,5F8FF,jMathCeil,,1,2,2015-02-13 14:14:26.209
yuw62,IS17Spring2015,5F8FF,jDivision,,1,3,2015-02-13 14:15:47.787
yuw62,IS17Spring2015,5F8FF,jString6,,0,1,2015-02-13 14:27:21.881
yuw62,IS17Spring2015,5F8FF,jString6,JavaTutorial_4_6_5:1.0:30.15;,1,1,2015-02-13 14:27:21.881
yuw62,IS17Spring2015,5F8FF,jStringEqual,,1,3,2015-02-13 15:09:01.537
yuw62,IS17Spring2015,5F8FF,jStringReplace,,1,2,2015-02-13 15:11:48.256
yuw62,IS17Spring2015,5F8FF,jBoolean_Operators3,,1,2,2015-02-13 16:22:53.756
yuw62,IS17Spring2015,5F8FF,jbooleanOperationsOR,,1,2,2015-02-13 16:24:24.459
yuw62,IS17Spring2015,5F8FF,jtestNull,,1,2,2015-02-13 16:27:07.865
yuw62,IS17Spring2015,5F8FF,jtestNull,,0,1,2015-02-13 16:30:14.443
yuw62,IS17Spring2015,5F8FF,jEarthquake,,1,2,2015-02-13 16:44:39.412
yuw62,IS17Spring2015,5F8FF,jWhile1,,1,2,2015-02-13 21:51:10.115
yuw62,IS17Spring2015,5F8FF,jNested2,,0,2,2015-02-13 22:57:54.990
yuw62,IS17Spring2015,5F8FF,jNested2,nested_loops_v2:1.0:2.21;nested_loops2_v2:1.0:9.24;JavaTutorial_4_6_14:1.0:0.43;JavaTutorial_4_6_12:1.0:1.52;,0,0,2015-02-13 23:02:50.709
yuw62,IS17Spring2015,151E7,jBankAccount,,1,2,2015-02-16 23:08:57.756
yuw62,IS17Spring2015,151E7,jObjects1,,0,1,2015-02-16 23:15:42.506
yuw62,IS17Spring2015,17767,jObjects1,,1,2,2015-02-24 10:34:22.568
yuw62,IS17Spring2015,17767,jObjects2,,0,1,2015-02-24 10:35:36.240
yuw62,IS17Spring2015,17767,jObjects2,arraylist1_v2:0.0:5.9;,0,0,2015-02-24 10:35:36.240
yug26,IS17Spring2015,5ED1D,jBoolean_Operators3,,0,3,2015-02-03 03:12:19.312
yug26,IS17Spring2015,5ED1D,jWhile2,,1,3,2015-02-03 03:15:30.656
yug26,IS17Spring2015,5ED1D,jWhile4,,0,1,2015-02-03 11:12:44.999
skf18,IS17Spring2015,3BCA8,jbooleanOperationsNotEqual,,0,4,2015-02-02 22:13:36.718
skf18,IS17Spring2015,3BCA8,jbooleanOperationsNotEqual,relational_operators_v2:0.0:2.17;,1,1,2015-02-02 22:15:35.671
zha4,IS17Spring2015,99FC6,jprintlnTest,,1,2,2015-01-16 12:32:16.484
zha4,IS17Spring2015,99FC6,jprintlnTest,,1,2,2015-01-16 12:32:40.749
zha4,IS17Spring2015,99FC6,jusingFloat,,1,3,2015-01-16 12:34:21.265
zha4,IS17Spring2015,99FC6,jFor3,,1,2,2015-01-16 12:42:15.484
zha4,IS17Spring2015,05D84,jCompoundAssignment_mult,,1,2,2015-03-25 23:01:21.046
eep27,IS17Spring2015,7F08B,jprintlnTest,,1,3,2015-01-16 09:54:30.921
eep27,IS17Spring2015,7F08B,jUsingDouble,,1,2,2015-01-16 09:56:00.374
eep27,IS17Spring2015,7F08B,jusingFloat,,1,2,2015-01-16 09:56:33.624
eep27,IS17Spring2015,BAA4F,jString1,,1,3,2015-01-23 11:01:11.624
eep27,IS17Spring2015,BAA4F,jString2,,1,2,2015-01-23 11:02:41.015
eep27,IS17Spring2015,1C7D3,jString6,,1,5,2015-01-26 23:51:27.468
eep27,IS17Spring2015,1C7D3,jStringEqual,,1,5,2015-01-26 23:54:25.124
eep27,IS17Spring2015,1C7D3,jStringReplace,,1,9,2015-01-26 23:59:46.624
eep27,IS17Spring2015,1C7D3,jIfelse5,,1,2,2015-01-27 00:07:23.249
eep27,IS17Spring2015,1C7D3,jEarthquake,,1,2,2015-01-27 00:09:04.546
eep27,IS17Spring2015,1C7D3,jCompoundAssignment_mult,,1,2,2015-01-27 00:11:05.703
eep27,IS17Spring2015,1C7D3,jPostIncrement,,1,2,2015-01-27 00:12:12.781
eep27,IS17Spring2015,1C7D3,jPreDecrement,,1,3,2015-01-27 00:12:45.218
eep27,IS17Spring2015,1C7D3,jPostDecrement,,1,2,2015-01-27 00:13:08.609
eep27,IS17Spring2015,1C7D3,jMathFuc1,,1,2,2015-01-27 00:14:09.281
eep27,IS17Spring2015,1C7D3,jMathAbs,,1,2,2015-01-27 00:15:26.203
eep27,IS17Spring2015,1C7D3,jMathCeil,,1,2,2015-01-27 00:15:54.546
eep27,IS17Spring2015,1C7D3,jConstants3,,1,2,2015-01-27 00:16:17.093
eep27,IS17Spring2015,1C7D3,jDivision,,1,3,2015-01-27 00:17:20.296
eep27,IS17Spring2015,D18F5,jbooleanOperationsOR,,1,4,2015-01-27 17:38:30.906
eep27,IS17Spring2015,D18F5,jtestNull,,1,5,2015-01-27 17:41:05.546
eep27,IS17Spring2015,D18F5,jCompareString,,1,2,2015-01-27 17:42:46.078
eep27,IS17Spring2015,412DC,jWhile3,,0,1,2015-02-04 13:26:58.374
eep27,IS17Spring2015,412DC,jWhile3,JavaTutorial_4_6_9:0.0:3.67;,1,4,2015-02-04 13:26:58.374
eep27,IS17Spring2015,412DC,jWhile4,,1,2,2015-02-04 13:29:09.218
eep27,IS17Spring2015,412DC,jFor1,,0,7,2015-02-04 13:54:24.546
eep27,IS17Spring2015,412DC,jFor1,JavaTutorial_4_6_5:1.0:0.84;for1_v2:1.0:0.69;JavaTutorial_4_6_7:1.0:0.86;JavaTutorial_4_6_6:1.0:0.53;JavaTutorial_4_6_8:0.5:0.7;JavaTutorial_4_6_8:0.5:1.98;JavaTutorial_4_6_9:1.0:0.91;,0,0,2015-02-04 13:56:30.890
